order_id,city_tier,customer_age,customer_loyalty_score,order_hour,order_day_of_week,order_month,delivery_distance_km,preparation_time_minutes,delivery_time_minutes,estimated_delivery_time,traffic_level_score,weather_severity_score,restaurant_rating,delivery_partner_rating,customer_rating,order_value,delivery_fee,discount_amount,tip_amount,final_amount_paid,number_of_items,cancellation_flag,delayed_delivery_flag,refund_flag,promo_code_used,premium_customer_flag,festival_or_weekend_flag,delivery_partner_experience_years,delivery_efficiency_score
9884ece6-b0ed-46fd-b09d-bc88f2fa6696,3,65,10.27393771,3,3,7,6.784405637,39,65,56,3.4,0.7,3.9,4.1,3.9,100,13.6658901,26.53865142,19.76915666,106.8963953,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,14,91.4
6c18817e-43ba-4f03-8825-382fed10da1f,3,55,54.99085294,8,1,10,20.45162927,13,77,87,7.3,7.5,3.9,4.8,3.1,100,8.11044453,29.89443058,24.02725434,102.2432683,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,7,56
1c855b63-19b7-49c4-808e-950e4d7b5af8,2,25,19.47930912,21,2,7,14.80821958,51,89,88,1,5.3,4.2,4.6,3.4,184.3047456,11.7633775,22.78122369,9.558904343,182.8458037,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,59.8
50cfe790-d67a-4a0b-a76a-6fdd3f38f1d1,3,44,32.41242384,12,6,3,25.2441502,42,121,118,3.4,9.7,3.2,4.7,3.8,154.2030242,11.30983383,4.272135834,24.45474371,185.6954659,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,32
bf5a7955-9a42-4311-babc-17f186a72e88,3,31,57.37643489,5,5,6,12.16054973,27,107,84,8.9,9.6,3.3,4.5,2.3,100,0.21258703,19.35432345,22.29448507,103.1527486,7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4,32.2
1c1531d7-1444-4cfd-97d4-83431d6a5fdf,1,47,68.72204698,7,3,12,2.603332041,18,36,39,4,7,3.8,4.6,4.4,100,2.089790875,10.04941774,10.38506095,102.4254341,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,76.1
c15a5b02-012c-46df-923a-e167418e77d0,1,37,80.79981014,18,1,11,1.046304861,47,41,47,2.3,1.5,3.6,3.9,3.2,123.4952188,5.736639116,8.991310652,15.55395753,135.7945048,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,96.6
75301507-aa69-47d5-b1d2-b34e64f6454f,2,40,31.58267157,8,5,6,26.90339812,47,128,125,3.8,8.1,4.2,4.1,4.4,100,9.220864026,7.663411734,23.75280093,125.3102532,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,56
3cfe44aa-522e-4761-a93f-1af2af908c76,3,67,59.09794155,2,1,9,38.20046975,30,137,144,9.1,4.3,3.7,3.8,4.3,100,13.01020833,7.769723962,18.1258683,123.3663527,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,45.8
8df7712a-4ba1-4235-abf3-b9149fb8595f,1,64,24.1280161,9,1,5,14.80295475,26,93,90,9.8,8.7,3.5,4.1,3.7,100,11.60093824,29.88527119,11.63733416,93.3530012,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,13,53.6
20d8669d-e220-4825-bba6-9360dc68c5bb,3,59,90.35214665,3,4,12,36.1414623,29,126,126,4.1,2.5,4.8,4.5,4.6,100,2.101246305,20.73367158,3.333649533,84.70122426,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12,59.2
d170394b-b81d-441c-b0a6-291be1406b64,3,51,89.943955,8,1,7,24.02563986,56,105,111,1.9,1.4,4,4.3,4.4,182.9608171,14.83859199,11.59808872,0.28853874,186.4898591,3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,57.5
d6a2e6f8-210c-47db-812b-b9a007297da3,1,20,23.0924117,1,5,10,15.7177265,41,100,96,9.7,2.9,4.1,4.7,3.8,100,13.45954773,19.02344415,20.06104273,114.4971463,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,63.2
61de2804-485e-4523-9420-95397df31a80,1,21,75.02217889,7,4,7,3.95729496,17,52,51,7.9,7.5,3.5,3.7,3.8,100,12.56429254,22.81613825,18.10423636,107.8523906,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11,72
e55b7e3f-567b-4cfa-8cdc-8c26078397e9,2,21,6.737036791,2,1,4,10.71228708,31,73,67,3.5,5.7,3.9,4.4,4.6,142.1943228,2.029513166,25.8966155,1.069921937,119.3971424,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,58.8
bcca3575-541a-419b-bf6b-45fd335ce9ee,1,70,39.92773615,3,2,3,17.2644411,53,103,90,1,1.9,4.1,3.7,4.1,100,9.691372582,23.40106582,8.44156532,94.73187208,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,57.6
90b3cf72-fdf8-4eee-b47d-a9548be8b763,3,57,59.84423126,11,5,12,25.77148598,8,92,96,6.5,8.3,3.6,4.2,4.6,100,3.47530607,16.76705849,5.954653416,92.662901,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,12,59.4
ac1b0a23-911e-49c1-ac0b-5064b16a553e,3,62,63.09309495,13,4,10,7.051367178,54,89,92,9.8,7.5,4.3,4.5,2.7,100,4.057988246,12.87388007,10.22300554,101.4071137,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,12,55.2
6c417014-bf37-4503-8c92-487cb8bf0bb3,2,31,34.67357984,18,1,10,4.026029364,10,17,28,1,5,3.8,4.1,4.1,170.5348262,4.573176312,14.8923145,2.556823695,162.7725117,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,9,99.9
65856768-7606-4164-b2af-a48e6ce7f191,3,40,13.26075606,8,3,9,3.866042873,34,57,53,3.8,5.9,4,4.4,3.1,126.5860046,3.093193792,27.60378069,23.82846262,125.9038803,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15,87.8
4cd27891-9c60-44b9-8864-7381b6d6abac,1,30,84.75548267,2,4,2,4.449202846,34,42,47,1,4.6,3.8,3.8,4,100,5.444443702,24.90354083,16.52354314,97.06444601,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,88.7
5caa275d-4c0b-4f3c-b7cc-ef2ed0bc334d,3,68,12.17818495,12,3,2,21.42172694,30,93,90,1,6.7,4.9,3.5,4.4,107.6268278,10.77979942,26.04241606,10.83403857,103.1982498,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,63.4
ded6a369-7cbb-4fa0-bcef-fb3c1ced9968,3,47,26.66322017,6,4,11,20.11639374,59,131,122,5.3,9.1,4.1,4.4,5,136.7289142,12.68031508,22.82048253,2.292100211,128.8808469,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,41.3
93e15578-ad66-45a7-92dd-75e7b9b89aae,2,49,51.74000419,16,1,11,20.34204489,15,69,74,1,6,3.6,4.9,3.5,100,6.791193973,28.94563183,21.45853807,99.30410022,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,72.2
dbc5a1f0-9a4f-4448-a4ea-8bc1d64400fc,3,49,86.27524764,10,5,7,21.97963587,58,118,122,8.4,2.9,4.5,3.8,3.7,100,10.13902638,20.30965362,19.14426524,108.973638,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11,51.4
cb408259-c89e-4d9a-aedb-506caadc4e62,1,73,26.70009092,20,5,2,38.93019175,14,134,126,4.8,5,3.6,4.7,3.9,100,0.001928488,7.466918547,21.91036427,114.4453742,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,47.3
a85998bf-42e4-4529-bc54-8396b95c4f6c,3,31,14.94479196,20,4,3,1.412870858,60,72,66,1,8.4,4.2,4.2,3.5,134.1584717,1.955192491,10.14810051,9.61309631,135.57866,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,62
b4cdbad5-b54c-4995-b43d-4705ae2f4a2b,3,19,43.51252763,14,1,11,3.187584702,36,75,70,9.5,9.5,3.2,3.7,4.5,109.1201919,11.3322218,20.37256321,6.98083249,107.060683,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,49.4
a555dda0-d1bc-4b14-8c0a-ca409d7e1ce0,3,36,86.36630912,17,1,6,5.016679726,31,48,51,3.3,4.9,3.5,3.7,4,100,2.68303547,27.25019143,21.45217398,96.88501802,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,92.1
c3b0c040-0969-4c6c-864d-8efaf2cc5223,3,53,51.90953425,14,5,3,19.36618212,46,89,100,4.2,4.1,4.2,4.2,4.1,111.7458463,8.970120896,2.730960144,19.41420259,137.3992096,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,76.9
2d5405bc-3de2-4059-affc-44e87cc2baa3,3,58,42.35663925,6,1,2,20.63437638,42,106,112,9,6,4.4,4,4.3,100,2.215410098,22.43551828,7.199864332,86.97975615,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,46.8
be8a31f1-48b3-4dc8-a2c0-951a0392b2fc,3,67,0.535434339,21,2,2,29.74209002,56,127,135,7.1,1.3,4.2,3.7,4,100,7.399249013,11.89293068,9.599679023,105.1059974,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,36.6
8f1e4228-a24a-4229-91d5-5e8500e449a2,3,43,1.064131364,6,1,4,31.80233098,14,107,102,2.4,4.1,4,3.5,3.6,100,13.31000877,9.073640363,7.980217433,112.2165858,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,66
91b0e20c-3186-4bec-a87c-9cc312ebffc7,1,24,48.75813347,11,6,6,37.46247795,29,134,132,4.7,3.8,4,3.9,4,144.7616951,3.626394664,29.57989219,11.01669068,129.8248882,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,52.9
b7b36cca-4f51-45c1-9be8-992f949c6826,3,23,41.98237968,22,1,10,9.558813598,38,71,76,7.2,4.7,3.4,4.3,3.5,100,5.861078346,23.24422385,1.277635287,83.89448978,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,14,75.4
1c41e8df-af77-4f6b-af65-3cad5a731f6e,3,51,33.80344808,23,4,2,27.86982664,45,128,131,5.8,9.4,3.8,4.2,4.1,100,3.781172643,8.432561271,23.61557199,118.9641834,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15,50.1
7dce4ac6-38d3-42fb-b38f-522adb2a96da,2,63,6.344018268,3,6,11,10.19302923,22,67,63,8,2.9,3.9,4,4.5,148.8560442,4.979865563,0.109164315,0.331721679,154.0584671,11,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,14,78
6006ec9a-660a-4a6c-a802-70ef19d501a4,3,24,36.18215505,19,4,5,32.53975075,14,100,103,1.7,4.6,4.6,4.3,3.4,146.7860336,11.47291246,6.837481963,13.23351245,164.6549765,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,58.7
c1354510-e1ce-47a6-91b9-5617aa83cad5,3,19,42.0533074,22,3,1,25.68059225,26,100,105,9.7,0.1,4.3,4.6,3.2,100,13.15156201,25.28238911,11.75744148,99.62661437,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,42.2
65a812f0-f918-46aa-a7a5-29debaff62e0,1,57,73.18262865,8,6,6,19.59859118,24,99,83,4.2,4.1,3.3,4.4,4,100,2.659953096,7.069378774,2.439309735,98.02988406,6,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3,51.2
f541dd74-36d5-45b5-87a5-b8009fd5aaba,1,58,96.31917505,20,6,10,2.601202417,25,52,56,7,10,4.2,4.2,3.6,121.6166989,12.85543057,14.0409473,12.85766362,133.2888458,10,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,52
b71d206e-073a-4ad1-9340-79fc83ce2963,3,57,93.58778585,13,6,4,34.49405901,39,146,141,4.5,9.4,3.9,4.6,4,160.5326817,13.33739859,8.040189336,5.783188741,171.6130797,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5,27.5
0e52e687-67d3-451b-a9f0-3af19516eb93,2,68,53.24235098,23,6,9,16.51856977,27,86,83,5.8,5.4,3.8,3.8,4.2,204.5511917,9.420469782,29.97969539,14.10865974,198.1006258,4,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,8,60.3
3f703235-7a69-4b29-b082-9d8d20484e30,2,70,47.61835739,12,5,12,11.15913683,36,68,80,7.4,5.6,4.4,4.1,2.8,131.387939,14.84344058,14.82787127,10.92219843,142.3257068,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,53.2
3099826c-ab38-4387-8d90-7873c9bd8452,3,61,87.36918734,21,3,6,24.00104025,55,103,108,1.6,0.5,4.6,4.1,4.4,100,0.641236998,21.21685884,17.09330803,96.51768618,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,71
627f1516-7ce7-4e70-879f-ca538c612996,3,22,10.4449656,17,2,11,33.87524708,48,141,134,5.2,0.4,4.5,3.7,3.4,100,1.123533342,7.500898201,2.745945489,96.36858063,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,38
18d3f4d5-8339-46f9-ae40-c28a3f335880,2,50,75.92095263,19,1,12,39.76499864,51,149,150,4.2,1.1,3.7,4,4,100,8.11393272,15.84882293,20.92312604,113.1882358,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,32.2
139940ab-9a5b-439e-8bfd-0bd6b9cd0a7d,2,70,12.71194718,21,4,5,29.0476976,22,108,120,8.9,7.9,4,3.4,3.6,100,12.80489077,8.498442228,16.09654052,120.4029891,9,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,8,41.6
5486ba33-bfbd-4363-b601-4d13c2228507,3,28,73.74215632,17,2,8,2.696102683,32,57,54,3.6,9.5,4.2,5,3.7,100,7.378460522,28.90840238,2.571000053,81.0410582,12,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,61.2
b71c0fe1-ee13-4a92-9b63-c1f6b7b145fa,2,58,85.67047493,4,4,2,25.94099538,32,105,110,5.7,5.5,4.5,3.8,4.9,100,13.80913118,4.48005936,3.867174383,113.1962462,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12,60
11272151-eafb-4c81-827e-b5bfc4b607cf,2,44,44.12470515,6,1,9,26.96956179,17,99,96,2.2,7.1,3.9,4.8,4.2,100,9.426041031,11.65377269,6.862431267,104.6346996,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,15,72.4
b38cc84b-0003-46bf-9627-e9b346029f7a,2,34,99.14666841,7,1,8,34.25492122,9,140,118,9,4.9,4,4.2,4.5,100,13.24856512,24.04238333,17.79346312,106.9996449,5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,13,42
8585445d-b526-4a41-b394-9ddd4c5965da,1,37,32.10785109,2,5,3,30.6866673,41,136,133,7.2,5.8,3.6,4.4,4.1,100,0.626173291,1.851502278,7.199369308,105.9740403,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,13,45.9
42d5bf4a-20bc-483b-8a11-2fd547e2af16,1,68,0.284766905,9,1,9,35.34230032,57,154,149,3,6.1,3.6,4,4.3,140.6559168,1.253156013,0.169090442,16.86005657,158.600039,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,46.7
a1784f85-fdca-475f-a179-c20b33f58608,2,19,66.9391985,5,3,3,13.96163555,45,99,101,7.9,9.4,4.5,4.3,4.2,100,4.207727544,22.99802108,8.04887763,89.25858409,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,43.1
55a06507-9777-42d2-9b4d-ff5cac0d0515,2,19,28.20407787,21,3,1,39.84176118,26,132,141,6.1,5.9,4.7,4.5,4.1,126.9555961,2.370835321,3.68975416,15.34181103,140.9784883,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,47.8
fe093308-b53e-4119-8e94-9d161aedd61c,3,45,11.90778696,13,1,2,7.675658731,34,68,60,6,1.2,4.1,4.5,4.6,100,10.36379611,13.36322485,6.822596414,103.8231677,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,68
dd4e2d06-20ac-4076-89d7-7e05f6eebc20,3,63,59.9446978,15,6,1,13.32227263,42,74,79,1.7,5.5,4.6,4.5,4.1,100,7.898999331,24.01710016,5.367657776,89.24955695,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,7,71.4
13658ee1-d9b1-4d21-8788-0351316529fa,1,46,95.04642452,16,4,10,9.066454902,54,84,86,9.7,0.6,4.3,4.1,5,100,3.031580677,25.49448153,24.07250112,101.6096003,8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,9,62.3
75efaf50-bff3-4b87-ae5d-9a1d6badc2f1,1,67,28.71509153,22,1,2,39.31239651,34,156,142,5,4.4,3.8,4,4.5,100,4.913076857,1.491556652,6.911515007,110.3330352,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,39
fb22a7c4-6db4-4390-b161-2ba42cca4a36,2,33,64.61140726,15,4,1,29.1146928,5,89,92,3.7,5.2,4.3,3.6,3.4,100,4.596016255,13.04894482,11.18891776,102.7359892,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,58.2
92f2173b-c11a-4a51-8cae-f9016ebad0fe,1,65,78.53052086,5,6,5,18.54871739,31,103,93,8.2,3.8,4.8,4.4,3.9,170.8681967,12.4917303,29.79141956,15.84921528,169.4177227,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,10,54.7
56d88391-e33a-4def-9a51-9b8d4f2f471a,1,43,85.322222,19,2,11,18.01811654,57,113,110,6.3,4.6,4.1,4.6,4.2,145.3257832,5.402881756,29.88906787,22.57547712,143.4150742,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,60.5
3e5779aa-0d46-4fec-ae88-dc8e3e5fc65e,1,33,95.02473723,1,1,8,22.86183245,12,93,97,8.3,9.2,4.8,4.8,4,100,13.97633758,12.64869175,9.083849366,110.4114952,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,34.2
0d9b2e11-7ea7-48c5-97d2-14d5248e658e,3,29,15.57514867,3,3,8,0.283141366,39,45,42,1,5.2,2.9,4.3,4.4,100,12.18089644,13.1006417,20.86271195,119.9429667,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,83
37d0d3db-5dad-48de-8052-7ab8a4e7eaf7,3,23,26.56401518,11,2,5,39.04059634,26,128,134,2.9,6.7,4.5,3.9,4.4,136.246946,14.98518104,19.91215328,6.486495085,137.8064689,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,52.8
3dbc93c4-b5a4-484c-95a8-3c3ebb5f8f8d,1,28,79.81346256,7,3,9,30.49049839,41,135,128,5.8,4.7,4.1,3.5,3.3,100,0.142179759,10.81711931,6.47163039,95.79669084,11,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,5,36.3
2f28f117-bab6-4df0-a22e-b73a5f98483b,1,21,89.54019531,12,6,3,35.68514761,26,132,122,1.7,6,4,4.6,4.7,134.4074706,0.480246923,25.24454229,24.24752228,133.8906975,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,36.6
9673d0f8-2359-409c-a906-97faf68d1e92,3,34,47.66227261,21,2,3,23.77958053,35,108,108,9.4,1.3,4.1,3.5,3.7,118.2032246,9.716466196,17.42977911,21.87175356,132.3616653,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,63
e5ef327e-0429-4355-9675-045c3e97f201,2,41,85.08286256,3,6,6,22.45568251,59,148,137,9.6,9.8,3.2,4.1,3.7,100,9.464810577,5.861904678,6.40186064,110.0047665,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,5,15.9
96bf3820-b8ee-486a-9d99-d53b63a8e33b,2,72,71.07312378,11,3,1,23.24663364,46,115,114,7.1,3.3,4,4.1,3.7,100,10.33420437,9.549290361,11.71438651,112.4993005,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,38.4
7daa7080-7303-45c7-af9b-a87efb446bf5,2,75,89.19955383,7,3,11,37.5883788,19,134,127,2.3,8.7,4.3,4.2,4.4,100,11.46993414,6.084952194,11.46889222,116.8538742,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,9,45
562ef695-857f-4277-8348-187a00413f66,1,38,40.89837198,4,5,7,28.29203813,27,146,122,8.1,8.7,4.8,4.2,3.9,100,4.157269741,25.12678869,19.46182097,98.49230202,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,7,24.9
93aa7081-a44e-4303-ba32-65312c688d0d,3,70,23.99723957,16,3,11,25.5281942,46,139,119,6.1,3.8,3.9,4.3,3.6,100,9.062679465,18.57082228,17.32357431,107.8154315,11,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,31.9
f74e232e-6852-4e03-b306-752af5bea3c3,3,41,39.26665939,17,4,1,10.35616694,49,76,77,4.7,1.9,3.7,3.2,3.8,100,1.940370318,6.534360094,22.73428326,118.1402935,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,73.6
7af3905a-7585-4162-9881-a2129b54c94a,1,20,72.88609015,20,6,5,5.265226905,7,33,31,3.8,2.9,3.9,4.2,3,116.8090475,14.97382944,12.12176783,20.57911025,140.2402194,7,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,14,100
1dbc12de-09ef-4ea4-8e05-d2737aa35dfc,2,70,69.55875808,13,1,8,11.64885001,56,77,85,4.3,1.7,4.5,3.3,3.5,100,11.10089341,21.06862667,9.134758529,99.16702528,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,63.4
048a8adc-b685-45ef-a09e-8ffada029df5,1,35,7.671457753,5,6,5,15.93324505,44,99,93,4.1,6.6,4.2,4.5,3.3,100,11.49585515,22.12722977,19.19527793,108.5639033,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,11,62.1
cdb8c510-1ba9-4439-b8b6-2aec5f22d962,2,37,27.77477953,0,2,10,38.03287894,35,148,145,6.6,5.9,3.9,4,3.9,130.9524086,14.75673932,0.869011314,9.994294254,154.8344309,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,24.2
e3519bb1-319f-413c-9ea3-d4c087d129c1,3,43,10.82803025,21,4,4,31.58964498,42,115,121,1,4.2,4.3,3.3,4.4,100,9.416250866,6.714724789,0.25113242,102.9526585,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,63.7
e75b95ed-c72f-4809-8974-87378d59ca47,3,73,59.98236703,0,5,11,27.68243371,26,107,98,2,2.7,4.1,3.9,4.3,100,5.84679952,15.04226752,15.36145513,106.1659871,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,61.7
90d6b0b8-dfcb-4c51-8b91-755304ff9a5a,3,69,59.18078517,22,6,5,16.55956113,23,87,89,9.3,6.9,4.5,4,4.7,136.4577434,12.92489859,22.07597328,8.318866231,135.625535,12,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,12,57.8
7d20ef8f-1c2b-4493-976e-296c9c3ff298,1,54,6.819382051,16,1,9,29.32194127,15,93,97,5.2,0.8,3.8,4.7,4.6,102.9563079,6.081711911,22.43461081,0.720102356,87.32351134,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,56.6
0869167d-ce84-48c2-a356-b87069c78ff3,1,55,81.81025916,8,1,10,23.17995645,25,108,105,8.3,6.8,4,4.3,3.7,100,14.68467118,10.64105349,22.9650034,127.0086211,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,46.2
e4003e70-c792-461a-b4a2-a63b70c709d5,3,74,59.92241834,10,3,1,24.9488179,14,94,98,5.1,9.3,3.9,4.3,4,100,6.087778766,12.34598782,11.76260629,105.5043972,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,45.4
69b87cc4-0a95-4a9c-9f64-3c8d1ba2cd9f,3,34,58.08869184,7,1,11,3.095331289,17,44,44,9.4,2.4,3.4,4.7,4,100,5.395173834,17.05844542,24.46250283,112.7992312,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,63.6
2c183901-d7a6-493d-9a95-4e61880233fa,3,28,59.38237855,11,1,2,23.45265313,55,141,127,6.5,7.7,4.2,4.2,2.8,100,4.465772813,0.456257176,24.69800209,128.7075177,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,20.8
